date,region,channel,revenue_lakh_inr
2026-06-28,North_India,Mobile_App,18.755
2026-06-28,North_India,Store,10.602
2026-06-28,South_India,Web,15.943
2026-06-28,South_India,Mobile_App,17.816
2026-06-28,South_India,Store,10.486
2026-06-28,East_India,Web,11.576
2026-06-28,East_India,Mobile_App,13.627
2026-06-28,East_India,Store,8.054
2026-06-28,West_India,Web,11.889
2026-06-28,West_India,Mobile_App,15.07
2026-06-28,West_India,Store,8.442
2026-06-29,North_India,Web,15.045
2026-06-29,North_India,Mobile_App,15.347
2026-06-29,North_India,Store,10.437
2026-06-29,South_India,Web,13.192
2026-06-29,South_India,Mobile_App,16.826
2026-06-29,South_India,Store,8.893
2026-06-29,East_India,Web,9.609
2026-06-29,East_India,Mobile_App,11.535
2026-06-29,East_India,Store,6.994
2026-06-29,West_India,Web,11.141
2026-06-29,West_India,Mobile_App,13.533
2026-06-29,West_India,Store,8.632
2026-06-30,North_India,Web,16.164
2026-06-30,North_India,Mobile_App,16.057
2026-06-30,North_India,Store,12.162
2026-06-30,South_India,Web,14.882
2026-06-30,South_India,Mobile_App,15.014
2026-06-30,South_India,Store,8.194
2026-06-30,East_India,Web,10.448
2026-06-30,East_India,Mobile_App,12.052
2026-06-30,East_India,Store,6.465
2026-06-30,West_India,Web,11.601
2026-06-30,West_India,Mobile_App,13.041
2026-06-30,West_India,Store,7.861
2026-07-01,North_India,Web,15.253
2026-07-01,North_India,Mobile_App,17.813
2026-07-01,North_India,Store,10.194
2026-07-01,South_India,Web,13.483
2026-07-01,South_India,Mobile_App,14.603
2026-07-01,South_India,Store,9.052
2026-07-01,East_India,Web,10.55
2026-07-01,East_India,Mobile_App,12.377
2026-07-01,East_India,Store,7.247
2026-07-01,West_India,Web,10.016
2026-07-01,West_India,Mobile_App,13.664
2026-07-01,West_India,Store,7.46
2026-07-02,North_India,Web,14.808
2026-07-02,North_India,Mobile_App,18.593
2026-07-02,North_India,Store,10.489
2026-07-02,South_India,Web,12.351
2026-07-02,South_India,Mobile_App,13.867
2026-07-02,South_India,Store,10.167
2026-07-02,East_India,Web,10.489
2026-07-02,East_India,Mobile_App,12.389
2026-07-02,East_India,Store,7.917
2026-07-02,West_India,Web,11.516
2026-07-02,West_India,Mobile_App,12.956
2026-07-02,West_India,Store,7.781
2026-07-03,North_India,Web,11.981
2026-07-03,North_India,Mobile_App,15.27
2026-07-03,North_India,Store,10.456
2026-07-03,South_India,Web,13.16
2026-07-03,South_India,Mobile_App,15.568
2026-07-03,South_India,Store,9.428
2026-07-03,East_India,Web,10.6
2026-07-03,East_India,Mobile_App,12.567
2026-07-03,East_India,Store,7.102
2026-07-03,West_India,Web,11.351
2026-07-03,West_India,Mobile_App,11.927
2026-07-03,West_India,Store,8.732
2026-07-04,North_India,Web,16.502
2026-07-04,North_India,Mobile_App,19.369
2026-07-04,North_India,Store,12.848
2026-07-04,South_India,Web,15.861
2026-07-04,South_India,Mobile_App,16.963
2026-07-04,South_India,Store,11.143
2026-07-04,East_India,Web,10.75
2026-07-04,East_India,Mobile_App,13.79
2026-07-04,East_India,Store,8.47
2026-07-04,West_India,Web,11.68
2026-07-04,West_India,Mobile_App,15.97
2026-07-04,West_India,Store,8.85
2026-07-05,North_India,Web,17.139
2026-07-05,North_India,Mobile_App,18.342
2026-07-05,North_India,Store,12.461
2026-07-05,South_India,Web,16.069
2026-07-05,South_India,Mobile_App,16.176
2026-07-05,South_India,Store,9.663
2026-07-05,East_India,Web,11.667
2026-07-05,East_India,Mobile_App,14.125
2026-07-05,East_India,Store,8.213
2026-07-05,West_India,Web,12.46
2026-07-05,West_India,Mobile_App,15.217
2026-07-05,West_India,Store,7.709
2026-07-06,North_India,Web,14.114
2026-07-06,North_India,Mobile_App,15.405
2026-07-06,North_India,Store,10.686
2026-07-06,South_India,Web,12.712
2026-07-06,South_India,Mobile_App,14.183
2026-07-06,South_India,Store,9.298
2026-07-06,East_India,Web,9.575
2026-07-06,East_India,Mobile_App,11.991
2026-07-06,East_India,Store,7.193
2026-07-06,West_India,Web,11.288
2026-07-06,West_India,Mobile_App,12.632
2026-07-06,West_India,Store,8.702
2026-07-07,North_India,Web,14.604
2026-07-07,North_India,Mobile_App,17.329
2026-07-07,North_India,Store,10.802
2026-07-07,South_India,Web,12.657
2026-07-07,South_India,Mobile_App,15.72
2026-07-07,South_India,Store,9.699
2026-07-07,East_India,Web,10.698
2026-07-07,East_India,Mobile_App,11.713
2026-07-07,East_India,Store,7.308
2026-07-07,West_India,Web,12.094
2026-07-07,West_India,Mobile_App,14.928
2026-07-07,West_India,Store,7.839
2026-07-08,North_India,Web,15.171
2026-07-08,North_India,Mobile_App,16.431
2026-07-08,North_India,Store,10.994
2026-07-08,South_India,Web,13.65
2026-07-08,South_India,Mobile_App,16.167
2026-07-08,South_India,Store,7.907
2026-07-08,East_India,Web,10.121
2026-07-08,East_India,Mobile_App,11.289
2026-07-08,East_India,Store,7.451
2026-07-08,West_India,Web,11.048
2026-07-08,West_India,Mobile_App,12.692
2026-07-08,West_India,Store,8.588
2026-07-09,North_India,Web,16.378
2026-07-09,North_India,Mobile_App,13.954
2026-07-09,North_India,Store,10.304
2026-07-09,South_India,Web,13.549
2026-07-09,South_India,Mobile_App,15.204
2026-07-09,South_India,Store,9.303
2026-07-09,East_India,Web,9.647
2026-07-09,East_India,Mobile_App,11.321
2026-07-09,East_India,Store,7.826
2026-07-09,West_India,Web,12.296
2026-07-09,West_India,Mobile_App,13.277
2026-07-09,West_India,Store,7.836
2026-07-10,North_India,Web,14.784
2026-07-10,North_India,Mobile_App,16.558
2026-07-10,North_India,Store,10.844
2026-07-10,South_India,Web,13.394
2026-07-10,South_India,Mobile_App,14.633
2026-07-10,South_India,Store,9.609
2026-07-10,East_India,Web,9.757
2026-07-10,East_India,Mobile_App,12.59
2026-07-10,East_India,Store,8.032
2026-07-10,West_India,Web,10.733
2026-07-10,West_India,Mobile_App,13.533
2026-07-10,West_India,Store,7.759
2026-07-11,North_India,Web,17.523
2026-07-11,North_India,Mobile_App,19.837
2026-07-11,North_India,Store,11.598
2026-07-11,South_India,Web,15.785
2026-07-11,South_India,Mobile_App,16.584
2026-07-11,South_India,Store,10.23
2026-07-11,East_India,Web,11.359
2026-07-11,East_India,Mobile_App,13.326
2026-07-11,East_India,Store,8.237
2026-07-11,West_India,Web,13.056
2026-07-11,West_India,Mobile_App,14.238
2026-07-11,West_India,Store,9.664
2026-07-12,North_India,Web,17.473
2026-07-12,North_India,Mobile_App,18.256
2026-07-12,North_India,Store,10.753
2026-07-12,South_India,Web,15.543
2026-07-12,South_India,Mobile_App,18.187
2026-07-12,South_India,Store,10.536
2026-07-12,East_India,Web,10.852
2026-07-12,East_India,Mobile_App,13.655
2026-07-12,East_India,Store,9.168
2026-07-12,West_India,Web,11.48
2026-07-12,West_India,Mobile_App,15.208
2026-07-12,West_India,Store,9.066
2026-07-13,North_India,Web,13.945
2026-07-13,North_India,Mobile_App,17.302
2026-07-13,North_India,Store,9.682
2026-07-13,South_India,Web,13.537
2026-07-13,South_India,Mobile_App,16.398
2026-07-13,South_India,Store,9.601
2026-07-13,East_India,Web,9.948
2026-07-13,East_India,Mobile_App,10.719
2026-07-13,East_India,Store,6.923
2026-07-13,West_India,Web,10.274
2026-07-13,West_India,Mobile_App,14.467
2026-07-13,West_India,Store,8.127
2026-07-14,North_India,Web,13.778
2026-07-14,North_India,Mobile_App,15.491
2026-07-14,North_India,Store,9.828
2026-07-14,South_India,Web,13.032
2026-07-14,South_India,Mobile_App,14.03
2026-07-14,South_India,Store,10.455
2026-07-14,East_India,Web,10.029
2026-07-14,East_India,Mobile_App,11.437
2026-07-14,East_India,Store,7.638
2026-07-14,West_India,Web,12.555
2026-07-14,West_India,Mobile_App,14.249
2026-07-14,West_India,Store,8.009
2026-07-15,North_India,Web,14.925
2026-07-15,North_India,Mobile_App,16.95
2026-07-15,North_India,Store,10.834
2026-07-15,South_India,Web,13.504
2026-07-15,South_India,Mobile_App,14.339
2026-07-15,South_India,Store,8.782
2026-07-15,East_India,Web,10.611
2026-07-15,East_India,Mobile_App,11.148
2026-07-15,East_India,Store,8.113
2026-07-15,West_India,Web,11.578
2026-07-15,West_India,Mobile_App,12.387
2026-07-15,West_India,Store,8.091
2026-07-16,North_India,Web,14.253
2026-07-16,North_India,Mobile_App,16.668
2026-07-16,North_India,Store,11.096
2026-07-16,South_India,Web,12.147
2026-07-16,South_India,Mobile_App,13.497
2026-07-16,South_India,Store,9.693
2026-07-16,East_India,Web,10.388
2026-07-16,East_India,Mobile_App,12.118
2026-07-16,East_India,Store,7.7
2026-07-16,West_India,Web,11.425
2026-07-16,West_India,Mobile_App,13.833
2026-07-16,West_India,Store,7.808
2026-07-17,North_India,Web,14.757
2026-07-17,North_India,Mobile_App,15.963
2026-07-17,North_India,Store,9.788
2026-07-17,South_India,Web,13.791
2026-07-17,South_India,Mobile_App,15.719
2026-07-17,South_India,Store,8.393
2026-07-17,East_India,Web,9.793
2026-07-17,East_India,Mobile_App,12.21
2026-07-17,East_India,Store,7.982
2026-07-17,West_India,Web,11.088
2026-07-17,West_India,Mobile_App,13.054
2026-07-17,West_India,Store,7.55
2026-07-18,North_India,Web,18.944
2026-07-18,North_India,Mobile_App,19.352
2026-07-18,North_India,Store,12.391
2026-07-18,South_India,Web,15.484
2026-07-18,South_India,Mobile_App,17.977
2026-07-18,South_India,Store,11.028
2026-07-18,East_India,Web,11.523
2026-07-18,East_India,Mobile_App,14.04
2026-07-18,East_India,Store,8.44
2026-07-18,West_India,Web,13.942
2026-07-18,West_India,Mobile_App,14.132
2026-07-18,West_India,Store,8.94
2026-07-19,North_India,Web,17.117
2026-07-19,North_India,Mobile_App,20.261
2026-07-19,North_India,Store,11.862
2026-07-19,South_India,Web,14.259
2026-07-19,South_India,Mobile_App,16.902
2026-07-19,South_India,Store,10.322
2026-07-19,East_India,Web,13.098
2026-07-19,East_India,Mobile_App,14.165
2026-07-19,East_India,Store,9.037
2026-07-19,West_India,Web,13.17
2026-07-19,West_India,Mobile_App,14.292
2026-07-19,West_India,Store,9.89
2026-07-20,North_India,Web,16.159
2026-07-20,North_India,Mobile_App,17.387
2026-07-20,North_India,Store,10.485
2026-07-20,South_India,Web,14.163
2026-07-20,South_India,Mobile_App,14.862
2026-07-20,South_India,Store,9.936
2026-07-20,East_India,Web,10.052
2026-07-20,East_India,Mobile_App,11.301
2026-07-20,East_India,Store,7.755
2026-07-20,West_India,Web,11.784
2026-07-20,West_India,Mobile_App,14.708
2026-07-20,West_India,Store,8.111
2026-07-21,North_India,Web,14.721
2026-07-21,North_India,Mobile_App,15.651
2026-07-21,North_India,Store,9.322
2026-07-21,South_India,Web,11.879
2026-07-21,South_India,Mobile_App,15.622
2026-07-21,South_India,Store,8.829
2026-07-21,East_India,Web,11.21
2026-07-21,East_India,Mobile_App,13.024
2026-07-21,East_India,Store,7.372
2026-07-21,West_India,Web,12.699
2026-07-21,West_India,Mobile_App,13.38
2026-07-21,West_India,Store,8.807
2026-07-22,North_India,Web,14.501
2026-07-22,North_India,Mobile_App,17.767
2026-07-22,North_India,Store,9.906
2026-07-22,South_India,Web,13.797
2026-07-22,South_India,Mobile_App,14.781
2026-07-22,South_India,Store,9.426
2026-07-22,East_India,Web,10.898
2026-07-22,East_India,Mobile_App,12.124
2026-07-22,East_India,Store,7.467
2026-07-22,West_India,Web,12.054
2026-07-22,West_India,Mobile_App,13.836
2026-07-22,West_India,Store,7.564
2026-07-23,North_India,Web,15.193
2026-07-23,North_India,Mobile_App,17.476
2026-07-23,North_India,Store,10.026
2026-07-23,South_India,Web,13.608
2026-07-23,South_India,Mobile_App,13.992
2026-07-23,South_India,Store,10.32
2026-07-23,East_India,Web,10.35
2026-07-23,East_India,Mobile_App,11.943
2026-07-23,East_India,Store,8.039
2026-07-23,West_India,Web,11.451
2026-07-23,West_India,Mobile_App,13.674
2026-07-23,West_India,Store,7.732
2026-07-24,North_India,Web,14.197
2026-07-24,North_India,Mobile_App,15.396
2026-07-24,North_India,Store,10.369
2026-07-24,South_India,Web,14.123
2026-07-24,South_India,Mobile_App,15.404
2026-07-24,South_India,Store,10.004
2026-07-24,East_India,Web,9.853
2026-07-24,East_India,Mobile_App,11.364
2026-07-24,East_India,Store,7.291
2026-07-24,West_India,Web,11.947
2026-07-24,West_India,Mobile_App,13.482
2026-07-24,West_India,Store,8.242
2026-07-25,North_India,Web,17.079
2026-07-25,North_India,Mobile_App,18.645
2026-07-25,North_India,Store,11.745
2026-07-25,South_India,Web,16.062
2026-07-25,South_India,Mobile_App,16.425
2026-07-25,South_India,Store,10.757
2026-07-25,East_India,Web,12.897
2026-07-25,East_India,Mobile_App,13.522
2026-07-25,East_India,Store,8.756
2026-07-25,West_India,Web,12.465
2026-07-25,West_India,Mobile_App,16.52
2026-07-25,West_India,Store,7.993
2026-07-26,North_India,Web,15.343
2026-07-26,North_India,Mobile_App,17.626
2026-07-26,North_India,Store,12.903
2026-07-26,South_India,Web,15.211
2026-07-26,South_India,Mobile_App,16.756
2026-07-26,South_India,Store,9.822
2026-07-26,East_India,Web,12.017
2026-07-26,East_India,Mobile_App,13.532
2026-07-26,East_India,Store,8.051
2026-07-26,West_India,Web,11.778
2026-07-26,West_India,Mobile_App,13.806
2026-07-26,West_India,Store,9.358
2026-07-27,North_India,Web,14.974
2026-07-27,North_India,Mobile_App,16.874
2026-07-27,North_India,Store,10.405
2026-07-27,South_India,Web,11.889
2026-07-27,South_India,Mobile_App,15.244
2026-07-27,South_India,Store,8.911
2026-07-27,East_India,Web,10.526
2026-07-27,East_India,Mobile_App,12.335
2026-07-27,East_India,Store,7.196
2026-07-27,West_India,Web,10.841
2026-07-27,West_India,Mobile_App,13.987
2026-07-27,West_India,Store,8.424
2026-07-28,North_India,Web,14.138
2026-07-28,North_India,Mobile_App,13.776
2026-07-28,North_India,Store,10.469
2026-07-28,South_India,Web,13.802
2026-07-28,South_India,Mobile_App,16.223
2026-07-28,South_India,Store,9.114
2026-07-28,East_India,Web,10.095
2026-07-28,East_India,Mobile_App,11.681
2026-07-28,East_India,Store,7.877
2026-07-28,West_India,Web,10.736
2026-07-28,West_India,Mobile_App,13.111
2026-07-28,West_India,Store,7.792
2026-07-29,North_India,Web,14.937
2026-07-29,North_India,Mobile_App,15.233
2026-07-29,North_India,Store,10.737
2026-07-29,South_India,Web,12.904
2026-07-29,South_India,Mobile_App,14.996
2026-07-29,South_India,Store,9.8
2026-07-29,East_India,Web,11.221
2026-07-29,East_India,Mobile_App,10.778
2026-07-29,East_India,Store,7.952
2026-07-29,West_India,Web,11.937
2026-07-29,West_India,Mobile_App,12.967
2026-07-29,West_India,Store,8.945
2026-07-30,North_India,Web,14.866
2026-07-30,North_India,Mobile_App,18.104
2026-07-30,North_India,Store,10.127
2026-07-30,South_India,Web,12.608
2026-07-30,South_India,Mobile_App,16.317
2026-07-30,South_India,Store,10.734
2026-07-30,East_India,Web,10.899
2026-07-30,East_India,Mobile_App,12.642
2026-07-30,East_India,Store,7.287
2026-07-30,West_India,Web,10.632
2026-07-30,West_India,Mobile_App,13.021
2026-07-30,West_India,Store,8.993
2026-07-31,North_India,Web,13.059
2026-07-31,North_India,Mobile_App,16.301
