Date,Store,Region,StoreType,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2026-06-08,106,Region_C,StoreType_B,14804.53,1155,1,1,0,0
2026-06-08,107,Region_D,StoreType_C,19029.82,1111,1,1,0,0
2026-06-08,108,Region_D,StoreType_A,14179.77,1026,1,1,0,0
2026-06-09,101,Region_A,StoreType_A,15076.97,1085,1,1,0,0
2026-06-09,102,Region_A,StoreType_B,14523.95,996,1,1,0,0
2026-06-09,103,Region_B,StoreType_A,15399.81,1022,1,1,0,0
2026-06-09,104,Region_B,StoreType_C,16850.72,1030,1,1,0,0
2026-06-09,105,Region_C,StoreType_A,14635.73,1037,1,1,0,0
2026-06-09,106,Region_C,StoreType_B,14624.79,1123,1,1,0,0
2026-06-09,107,Region_D,StoreType_C,17546.88,1092,1,1,0,0
2026-06-09,108,Region_D,StoreType_A,14618.51,993,1,1,0,0
2026-06-10,101,Region_A,StoreType_A,16889.38,1094,1,1,0,0
2026-06-10,102,Region_A,StoreType_B,13083.35,1013,1,1,0,0
2026-06-10,103,Region_B,StoreType_A,16460.87,1108,1,1,0,0
2026-06-10,104,Region_B,StoreType_C,16302.9,1093,1,1,0,0
2026-06-10,105,Region_C,StoreType_A,15414.19,1043,1,1,0,0
2026-06-10,106,Region_C,StoreType_B,14938.84,1095,1,1,0,0
2026-06-10,107,Region_D,StoreType_C,17780.95,1180,1,1,0,0
2026-06-10,108,Region_D,StoreType_A,15517.18,1015,1,1,0,0
2026-06-11,101,Region_A,StoreType_A,15861.5,1027,1,1,0,0
2026-06-11,102,Region_A,StoreType_B,15434.34,1142,1,1,0,0
2026-06-11,103,Region_B,StoreType_A,16974.72,1132,1,1,0,0
2026-06-11,104,Region_B,StoreType_C,18856.39,1124,1,1,0,0
2026-06-11,105,Region_C,StoreType_A,14492.82,1066,1,1,0,0
2026-06-11,106,Region_C,StoreType_B,13940.18,1031,1,1,0,0
2026-06-11,107,Region_D,StoreType_C,16027.59,1075,1,1,0,0
2026-06-11,108,Region_D,StoreType_A,16948.93,1094,1,1,0,0
2026-06-12,101,Region_A,StoreType_A,17543.78,1080,1,1,0,0
2026-06-12,102,Region_A,StoreType_B,18918.88,1065,1,1,0,0
2026-06-12,103,Region_B,StoreType_A,14993.68,1113,1,1,0,0
2026-06-12,104,Region_B,StoreType_C,15410.7,1022,1,1,0,0
2026-06-12,105,Region_C,StoreType_A,16385.71,1067,1,1,0,0
2026-06-12,106,Region_C,StoreType_B,15925.93,1105,1,1,0,0
2026-06-12,107,Region_D,StoreType_C,13113.38,1034,1,1,0,0
2026-06-12,108,Region_D,StoreType_A,16381.7,1055,1,1,0,0
2026-06-13,101,Region_A,StoreType_A,5254.07,404,1,0,0,0
2026-06-13,102,Region_A,StoreType_B,6029.84,403,0,0,0,0
2026-06-13,103,Region_B,StoreType_A,5609.47,382,1,0,0,0
2026-06-13,104,Region_B,StoreType_C,5264.5,401,0,0,0,0
2026-06-13,105,Region_C,StoreType_A,6175.39,407,1,0,0,0
2026-06-13,106,Region_C,StoreType_B,6636.88,421,0,0,0,0
2026-06-13,107,Region_D,StoreType_C,4975.35,372,1,0,0,0
2026-06-13,108,Region_D,StoreType_A,6197.78,410,0,0,0,0
2026-06-14,101,Region_A,StoreType_A,7840.54,410,1,0,0,0
2026-06-14,102,Region_A,StoreType_B,6519.56,411,0,0,0,0
2026-06-14,103,Region_B,StoreType_A,6403.02,419,1,0,0,0
2026-06-14,104,Region_B,StoreType_C,6056.43,393,0,0,0,0
2026-06-14,105,Region_C,StoreType_A,5458.87,384,1,0,0,0
2026-06-14,106,Region_C,StoreType_B,5693.32,390,0,0,0,0
2026-06-14,107,Region_D,StoreType_C,5467.64,446,1,0,0,0
2026-06-14,108,Region_D,StoreType_A,5189.24,413,0,0,0,0
2026-06-15,101,Region_A,StoreType_A,12345.06,781,1,0,0,0
2026-06-15,102,Region_A,StoreType_B,10591.78,802,1,0,0,0
2026-06-15,103,Region_B,StoreType_A,11808.26,771,1,0,0,0
2026-06-15,104,Region_B,StoreType_C,11365.01,770,1,0,0,0
2026-06-15,105,Region_C,StoreType_A,10988.18,801,1,0,0,0
2026-06-15,106,Region_C,StoreType_B,13505.72,885,1,0,0,0
2026-06-15,107,Region_D,StoreType_C,10571.65,718,1,0,0,0
2026-06-15,108,Region_D,StoreType_A,11999.22,773,1,0,0,0
2026-06-16,101,Region_A,StoreType_A,11030.26,768,1,0,0,0
2026-06-16,102,Region_A,StoreType_B,12741.9,820,1,0,0,0
2026-06-16,103,Region_B,StoreType_A,10588.05,751,1,0,0,0
2026-06-16,104,Region_B,StoreType_C,10712.2,781,1,0,0,0
2026-06-16,105,Region_C,StoreType_A,13037.8,870,1,0,0,0
2026-06-16,106,Region_C,StoreType_B,11685.47,749,1,0,0,0
2026-06-16,107,Region_D,StoreType_C,13913.24,884,1,0,0,0
2026-06-16,108,Region_D,StoreType_A,10286.08,739,1,0,0,0
2026-06-17,101,Region_A,StoreType_A,11603.18,850,1,0,0,0
2026-06-17,102,Region_A,StoreType_B,12605.95,817,1,0,0,0
2026-06-17,103,Region_B,StoreType_A,10994.57,762,1,0,0,0
2026-06-17,104,Region_B,StoreType_C,8891.39,670,1,0,0,0
2026-06-17,105,Region_C,StoreType_A,10259.1,789,1,0,0,0
2026-06-17,106,Region_C,StoreType_B,11058.01,865,1,0,0,0
2026-06-17,107,Region_D,StoreType_C,11461.69,782,1,0,0,0
2026-06-17,108,Region_D,StoreType_A,10949.86,857,1,0,0,0
2026-06-18,101,Region_A,StoreType_A,12277.39,846,1,0,0,0
2026-06-18,102,Region_A,StoreType_B,11441.44,760,1,0,0,0
2026-06-18,103,Region_B,StoreType_A,11120.25,807,1,0,0,0
2026-06-18,104,Region_B,StoreType_C,11258.17,802,1,0,0,0
2026-06-18,105,Region_C,StoreType_A,12296.82,804,1,0,0,0
2026-06-18,106,Region_C,StoreType_B,11231.62,863,1,0,0,0
2026-06-18,107,Region_D,StoreType_C,10759.38,885,1,0,0,0
2026-06-18,108,Region_D,StoreType_A,12058.34,793,1,0,0,0
2026-06-19,101,Region_A,StoreType_A,11153.49,811,1,0,0,0
2026-06-19,102,Region_A,StoreType_B,11001.54,791,1,0,0,0
2026-06-19,103,Region_B,StoreType_A,12043.15,776,1,0,0,0
2026-06-19,104,Region_B,StoreType_C,11126.17,814,1,0,0,0
2026-06-19,105,Region_C,StoreType_A,12415.41,835,1,0,0,0
2026-06-19,106,Region_C,StoreType_B,12692.62,832,1,0,0,0
2026-06-19,107,Region_D,StoreType_C,10592.08,766,1,0,0,0
2026-06-19,108,Region_D,StoreType_A,12627.7,829,1,0,0,0
2026-06-20,101,Region_A,StoreType_A,5841.68,399,1,0,0,0
2026-06-20,102,Region_A,StoreType_B,5860.8,425,0,0,0,0
2026-06-20,103,Region_B,StoreType_A,5845.52,410,1,0,0,0
2026-06-20,104,Region_B,StoreType_C,6248.32,395,0,0,0,0
2026-06-20,105,Region_C,StoreType_A,6438.1,416,1,0,0,0
2026-06-20,106,Region_C,StoreType_B,6187.74,426,0,0,0,0
2026-06-20,107,Region_D,StoreType_C,5834.73,413,1,0,0,0
2026-06-20,108,Region_D,StoreType_A,5823.59,406,0,0,0,0
2026-06-21,101,Region_A,StoreType_A,6100.89,401,1,0,0,0
2026-06-21,102,Region_A,StoreType_B,6515.16,383,0,0,0,0
2026-06-21,103,Region_B,StoreType_A,4943.29,379,1,0,0,0
2026-06-21,104,Region_B,StoreType_C,6535.35,423,0,0,0,0
2026-06-21,105,Region_C,StoreType_A,6284.65,412,1,0,0,0
2026-06-21,106,Region_C,StoreType_B,5355.89,399,0,0,0,0
2026-06-21,107,Region_D,StoreType_C,5488.65,401,1,0,0,0
2026-06-21,108,Region_D,StoreType_A,6001.56,419,0,0,0,0
2026-06-22,101,Region_A,StoreType_A,14608.34,1035,1,1,0,0
2026-06-22,102,Region_A,StoreType_B,15233.53,1102,1,1,0,0
2026-06-22,103,Region_B,StoreType_A,15310.16,1035,1,1,0,0
2026-06-22,104,Region_B,StoreType_C,15183.59,1093,1,1,0,0
2026-06-22,105,Region_C,StoreType_A,15576.5,1054,1,1,0,0
2026-06-22,106,Region_C,StoreType_B,12823.85,1001,1,1,0,0
2026-06-22,107,Region_D,StoreType_C,14827.86,1041,1,1,0,0
2026-06-22,108,Region_D,StoreType_A,17832.39,1096,1,1,0,0
2026-06-23,101,Region_A,StoreType_A,16110.89,1126,1,1,0,0
2026-06-23,102,Region_A,StoreType_B,14334.13,1078,1,1,0,0
2026-06-23,103,Region_B,StoreType_A,15271.74,1079,1,1,0,0
2026-06-23,104,Region_B,StoreType_C,14817.53,1097,1,1,0,0
2026-06-23,105,Region_C,StoreType_A,18103.93,1108,1,1,0,0
2026-06-23,106,Region_C,StoreType_B,16090.73,1074,1,1,0,0
2026-06-23,107,Region_D,StoreType_C,15658.7,1117,1,1,0,0
2026-06-23,108,Region_D,StoreType_A,15850.5,1092,1,1,0,0
2026-06-24,101,Region_A,StoreType_A,14726.04,1085,1,1,0,0
2026-06-24,102,Region_A,StoreType_B,16320.5,1081,1,1,0,0
2026-06-24,103,Region_B,StoreType_A,18124.0,1158,1,1,0,0
2026-06-24,104,Region_B,StoreType_C,16240.7,1196,1,1,0,0
2026-06-24,105,Region_C,StoreType_A,16589.45,1127,1,1,0,0
2026-06-24,106,Region_C,StoreType_B,16208.99,1198,1,1,0,0
2026-06-24,107,Region_D,StoreType_C,14249.27,1034,1,1,0,0
2026-06-24,108,Region_D,StoreType_A,13383.68,965,1,1,0,0
2026-06-25,101,Region_A,StoreType_A,15253.01,1039,1,1,0,0
2026-06-25,102,Region_A,StoreType_B,18393.04,1098,1,1,0,0
2026-06-25,103,Region_B,StoreType_A,15616.53,1131,1,1,0,0
2026-06-25,104,Region_B,StoreType_C,15558.1,1031,1,1,0,0
2026-06-25,105,Region_C,StoreType_A,16831.33,1008,1,1,0,0
2026-06-25,106,Region_C,StoreType_B,15929.98,1143,1,1,0,0
2026-06-25,107,Region_D,StoreType_C,15915.03,987,1,1,0,0
2026-06-25,108,Region_D,StoreType_A,17152.31,1073,1,1,0,0
2026-06-26,101,Region_A,StoreType_A,13684.28,993,1,1,0,0
2026-06-26,102,Region_A,StoreType_B,15720.89,1080,1,1,0,0
2026-06-26,103,Region_B,StoreType_A,16086.03,1055,1,1,0,0
2026-06-26,104,Region_B,StoreType_C,14644.39,1022,1,1,0,0
2026-06-26,105,Region_C,StoreType_A,16417.42,1086,1,1,0,0
2026-06-26,106,Region_C,StoreType_B,14702.18,1118,1,1,0,0
2026-06-26,107,Region_D,StoreType_C,15985.11,997,1,1,0,0
2026-06-26,108,Region_D,StoreType_A,14921.19,1097,1,1,0,0
2026-06-27,101,Region_A,StoreType_A,6309.33,431,1,0,0,0
2026-06-27,102,Region_A,StoreType_B,6167.77,423,0,0,0,0
2026-06-27,103,Region_B,StoreType_A,7323.43,441,1,0,0,0
2026-06-27,104,Region_B,StoreType_C,6188.02,395,0,0,0,0
2026-06-27,105,Region_C,StoreType_A,6650.65,412,1,0,0,0
2026-06-27,106,Region_C,StoreType_B,5822.84,380,0,0,0,0
2026-06-27,107,Region_D,StoreType_C,5215.98,421,1,0,0,0
2026-06-27,108,Region_D,StoreType_A,4531.9,376,0,0,0,0
2026-06-28,101,Region_A,StoreType_A,6052.25,394,1,0,0,0
2026-06-28,102,Region_A,StoreType_B,6273.23,430,0,0,0,0
2026-06-28,103,Region_B,StoreType_A,5548.56,432,1,0,0,0
2026-06-28,104,Region_B,StoreType_C,5268.17,365,0,0,0,0
2026-06-28,105,Region_C,StoreType_A,5885.53,407,1,0,0,0
2026-06-28,106,Region_C,StoreType_B,5152.71,358,0,0,0,0
2026-06-28,107,Region_D,StoreType_C,5708.25,373,1,0,0,0
2026-06-28,108,Region_D,StoreType_A,5442.46,407,0,0,0,0
2026-06-29,101,Region_A,StoreType_A,10305.35,779,1,0,0,0
2026-06-29,102,Region_A,StoreType_B,12470.0,797,1,0,0,0
2026-06-29,103,Region_B,StoreType_A,11479.69,760,1,0,0,0
2026-06-29,104,Region_B,StoreType_C,10540.77,778,1,0,0,0
2026-06-29,105,Region_C,StoreType_A,10539.88,795,1,0,0,0
2026-06-29,106,Region_C,StoreType_B,10149.6,777,1,0,0,0
2026-06-29,107,Region_D,StoreType_C,12768.15,878,1,0,0,0
2026-06-29,108,Region_D,StoreType_A,11392.23,772,1,0,0,0
2026-06-30,101,Region_A,StoreType_A,11316.7,795,1,0,0,0
2026-06-30,102,Region_A,StoreType_B,12697.02,824,1,0,0,0
2026-06-30,103,Region_B,StoreType_A,10743.42,778,1,0,0,0
2026-06-30,104,Region_B,StoreType_C,9249.3,788,1,0,0,0
2026-06-30,105,Region_C,StoreType_A,11927.64,739,1,0,0,0
2026-06-30,106,Region_C,StoreType_B,12284.0,865,1,0,0,0
2026-06-30,107,Region_D,StoreType_C,12240.89,823,1,0,0,0
2026-06-30,108,Region_D,StoreType_A,14623.54,923,1,0,0,0
2026-07-01,101,Region_A,StoreType_A,10602.56,794,1,0,0,0
2026-07-01,102,Region_A,StoreType_B,10836.95,735,1,0,0,0
2026-07-01,103,Region_B,StoreType_A,9838.04,769,1,0,0,0
2026-07-01,104,Region_B,StoreType_C,10218.46,774,1,0,0,0
2026-07-01,105,Region_C,StoreType_A,13488.76,867,1,0,0,0
2026-07-01,106,Region_C,StoreType_B,13004.47,799,1,0,0,0
2026-07-01,107,Region_D,StoreType_C,10813.57,803,1,0,0,0
2026-07-01,108,Region_D,StoreType_A,13026.16,860,1,0,0,0
2026-07-02,101,Region_A,StoreType_A,10817.87,758,1,0,0,0
2026-07-02,102,Region_A,StoreType_B,9810.25,764,1,0,0,0
2026-07-02,103,Region_B,StoreType_A,14054.32,837,1,0,0,0
2026-07-02,104,Region_B,StoreType_C,11290.62,744,1,0,0,0
2026-07-02,105,Region_C,StoreType_A,10756.64,773,1,0,0,0
2026-07-02,106,Region_C,StoreType_B,10447.45,776,1,0,0,0
2026-07-02,107,Region_D,StoreType_C,10815.79,801,1,0,0,0
2026-07-02,108,Region_D,StoreType_A,11696.17,810,1,0,0,0
2026-07-03,101,Region_A,StoreType_A,10594.63,790,1,0,0,0
2026-07-03,102,Region_A,StoreType_B,11955.42,776,1,0,0,0
2026-07-03,103,Region_B,StoreType_A,10928.09,820,1,0,0,0
2026-07-03,104,Region_B,StoreType_C,12367.54,803,1,0,0,0
2026-07-03,105,Region_C,StoreType_A,11106.44,733,1,0,0,0
2026-07-03,106,Region_C,StoreType_B,11737.79,773,1,0,0,0
2026-07-03,107,Region_D,StoreType_C,9484.95,769,1,0,0,0
2026-07-03,108,Region_D,StoreType_A,10685.35,734,1,0,0,0
2026-07-04,101,Region_A,StoreType_A,5433.0,405,1,0,0,0
2026-07-04,102,Region_A,StoreType_B,5152.54,412,0,0,0,0
2026-07-04,103,Region_B,StoreType_A,5192.62,398,1,0,0,0
2026-07-04,104,Region_B,StoreType_C,5618.96,386,0,0,0,0
2026-07-04,105,Region_C,StoreType_A,5362.72,382,1,0,0,0
2026-07-04,106,Region_C,StoreType_B,5799.25,420,0,0,0,0
2026-07-04,107,Region_D,StoreType_C,5468.05,416,1,0,0,0
2026-07-04,108,Region_D,StoreType_A,6654.25,410,0,0,0,0
2026-07-05,101,Region_A,StoreType_A,4740.3,350,1,0,0,0
2026-07-05,102,Region_A,StoreType_B,5859.36,411,0,0,0,0
2026-07-05,103,Region_B,StoreType_A,5606.51,407,1,0,0,0
2026-07-05,104,Region_B,StoreType_C,5739.59,401,0,0,0,0
2026-07-05,105,Region_C,StoreType_A,6262.64,423,1,0,0,0
2026-07-05,106,Region_C,StoreType_B,5686.33,406,0,0,0,0
2026-07-05,107,Region_D,StoreType_C,5452.56,390,1,0,0,0
2026-07-05,108,Region_D,StoreType_A,5695.89,407,0,0,0,0
2026-07-06,101,Region_A,StoreType_A,18604.58,1095,1,1,0,0
2026-07-06,102,Region_A,StoreType_B,15900.59,1127,1,1,0,0
2026-07-06,103,Region_B,StoreType_A,16027.79,1144,1,1,0,0
2026-07-06,104,Region_B,StoreType_C,12878.3,969,1,1,0,0
2026-07-06,105,Region_C,StoreType_A,13768.46,978,1,1,0,0
2026-07-06,106,Region_C,StoreType_B,17832.66,1080,1,1,0,0
2026-07-06,107,Region_D,StoreType_C,15618.08,1097,1,1,0,0
2026-07-06,108,Region_D,StoreType_A,13315.62,1124,1,1,0,0
2026-07-07,101,Region_A,StoreType_A,16844.14,1092,1,1,0,0
2026-07-07,102,Region_A,StoreType_B,15872.5,1000,1,1,0,0
2026-07-07,103,Region_B,StoreType_A,15373.82,1098,1,1,0,0
2026-07-07,104,Region_B,StoreType_C,19188.46,1114,1,1,0,0
2026-07-07,105,Region_C,StoreType_A,16114.87,1089,1,1,0,0
2026-07-07,106,Region_C,StoreType_B,14221.6,1055,1,1,0,0
2026-07-07,107,Region_D,StoreType_C,15143.31,1124,1,1,0,0
2026-07-07,108,Region_D,StoreType_A,15082.74,1083,1,1,0,0
2026-07-08,101,Region_A,StoreType_A,16464.94,1105,1,1,0,0
2026-07-08,102,Region_A,StoreType_B,15776.75,1136,1,1,0,0
2026-07-08,103,Region_B,StoreType_A,14191.64,1065,1,1,0,0
2026-07-08,104,Region_B,StoreType_C,15790.12,1056,1,1,0,0
2026-07-08,105,Region_C,StoreType_A,15000.61,1120,1,1,0,0
2026-07-08,106,Region_C,StoreType_B,18158.74,1126,1,1,0,0
2026-07-08,107,Region_D,StoreType_C,18460.87,1102,1,1,0,0
2026-07-08,108,Region_D,StoreType_A,13500.66,1038,1,1,0,0
2026-07-09,101,Region_A,StoreType_A,16018.23,983,1,1,0,0
2026-07-09,102,Region_A,StoreType_B,16093.13,1115,1,1,0,0
2026-07-09,103,Region_B,StoreType_A,14398.61,1095,1,1,0,0
2026-07-09,104,Region_B,StoreType_C,17761.94,1212,1,1,0,0
2026-07-09,105,Region_C,StoreType_A,16677.45,1085,1,1,0,0
2026-07-09,106,Region_C,StoreType_B,16319.37,1105,1,1,0,0
2026-07-09,107,Region_D,StoreType_C,15623.2,1037,1,1,0,0
2026-07-09,108,Region_D,StoreType_A,19031.23,1181,1,1,0,0
2026-07-10,101,Region_A,StoreType_A,16191.71,1166,1,1,0,0
2026-07-10,102,Region_A,StoreType_B,14722.13,1026,1,1,0,0
2026-07-10,103,Region_B,StoreType_A,17125.51,1083,1,1,0,0
2026-07-10,104,Region_B,StoreType_C,16139.43,988,1,1,0,0
2026-07-10,105,Region_C,StoreType_A,14980.87,1071,1,1,0,0
2026-07-10,106,Region_C,StoreType_B,12827.03,1025,1,1,0,0
2026-07-10,107,Region_D,StoreType_C,16396.89,1124,1,1,0,0
2026-07-10,108,Region_D,StoreType_A,13075.36,1010,1,1,0,0
2026-07-11,101,Region_A,StoreType_A,6485.61,393,1,0,0,0
2026-07-11,102,Region_A,StoreType_B,5002.31,394,0,0,0,0
2026-07-11,103,Region_B,StoreType_A,5598.23,395,1,0,0,0
2026-07-11,104,Region_B,StoreType_C,4994.46,346,0,0,0,0
2026-07-11,105,Region_C,StoreType_A,6057.5,395,1,0,0,0
2026-07-11,106,Region_C,StoreType_B,6911.42,436,0,0,0,0
2026-07-11,107,Region_D,StoreType_C,5189.83,394,1,0,0,0
2026-07-11,108,Region_D,StoreType_A,6571.55,451,0,0,0,0
2026-07-12,101,Region_A,StoreType_A,5788.42,400,1,0,0,0
2026-07-12,102,Region_A,StoreType_B,5773.69,403,0,0,0,0
2026-07-12,103,Region_B,StoreType_A,5371.38,388,1,0,0,0
2026-07-12,104,Region_B,StoreType_C,5525.31,399,0,0,0,0
2026-07-12,105,Region_C,StoreType_A,5631.67,385,1,0,0,0
2026-07-12,106,Region_C,StoreType_B,6424.09,394,0,0,0,0
2026-07-12,107,Region_D,StoreType_C,5470.19,346,1,0,0,0
2026-07-12,108,Region_D,StoreType_A,5093.06,424,0,0,0,0
2026-07-13,101,Region_A,StoreType_A,11046.66,786,1,0,0,0
2026-07-13,102,Region_A,StoreType_B,10080.0,743,1,0,0,0
2026-07-13,103,Region_B,StoreType_A,12535.06,755,1,0,0,0
2026-07-13,104,Region_B,StoreType_C,13413.65,837,1,0,0,0
2026-07-13,105,Region_C,StoreType_A,10884.17,828,1,0,0,0
2026-07-13,106,Region_C,StoreType_B,11752.97,779,1,0,0,0
2026-07-13,107,Region_D,StoreType_C,11532.05,751,1,0,0,0
2026-07-13,108,Region_D,StoreType_A,11099.67,790,1,0,0,0
2026-07-14,101,Region_A,StoreType_A,12447.42,828,1,0,0,0
2026-07-14,102,Region_A,StoreType_B,12474.59,785,1,0,0,0
2026-07-14,103,Region_B,StoreType_A,11520.78,756,1,0,0,0
2026-07-14,104,Region_B,StoreType_C,11627.79,823,1,0,0,0
2026-07-14,105,Region_C,StoreType_A,10567.91,813,1,0,0,0
2026-07-14,106,Region_C,StoreType_B,11936.51,836,1,0,0,0
2026-07-14,107,Region_D,StoreType_C,12276.11,779,1,0,0,0
2026-07-14,108,Region_D,StoreType_A,9876.39,771,1,0,0,0
2026-07-15,101,Region_A,StoreType_A,11222.46,737,1,0,0,0
2026-07-15,102,Region_A,StoreType_B,12421.1,748,1,0,0,0
2026-07-15,103,Region_B,StoreType_A,11839.6,716,1,0,0,0
2026-07-15,104,Region_B,StoreType_C,11622.23,808,1,0,0,0
2026-07-15,105,Region_C,StoreType_A,11653.63,778,1,0,0,0
2026-07-15,106,Region_C,StoreType_B,12627.52,798,1,0,0,0
2026-07-15,107,Region_D,StoreType_C,11803.01,804,1,0,0,0
2026-07-15,108,Region_D,StoreType_A,11328.86,785,1,0,0,0
2026-07-16,101,Region_A,StoreType_A,10107.61,812,1,0,0,0
2026-07-16,102,Region_A,StoreType_B,11482.37,746,1,0,0,0
2026-07-16,103,Region_B,StoreType_A,11509.05,806,1,0,0,0
2026-07-16,104,Region_B,StoreType_C,11933.68,800,1,0,0,0
2026-07-16,105,Region_C,StoreType_A,10554.37,778,1,0,0,0
2026-07-16,106,Region_C,StoreType_B,10754.04,807,1,0,0,0
2026-07-16,107,Region_D,StoreType_C,10164.83,816,1,0,0,0
2026-07-16,108,Region_D,StoreType_A,12671.45,841,1,0,0,0
2026-07-17,101,Region_A,StoreType_A,12700.18,810,1,0,0,0
2026-07-17,102,Region_A,StoreType_B,13611.13,866,1,0,0,0
2026-07-17,103,Region_B,StoreType_A,9412.23,726,1,0,0,0
2026-07-17,104,Region_B,StoreType_C,11261.76,775,1,0,0,0
2026-07-17,105,Region_C,StoreType_A,11175.87,820,1,0,0,0
2026-07-17,106,Region_C,StoreType_B,10969.99,807,1,0,0,0
2026-07-17,107,Region_D,StoreType_C,9929.31,775,1,0,0,0
2026-07-17,108,Region_D,StoreType_A,9825.9,763,1,0,0,0
2026-07-18,101,Region_A,StoreType_A,5990.46,380,1,0,0,0
2026-07-18,102,Region_A,StoreType_B,6728.03,381,0,0,0,0
2026-07-18,103,Region_B,StoreType_A,6021.22,409,1,0,0,0
2026-07-18,104,Region_B,StoreType_C,5860.02,382,0,0,0,0
2026-07-18,105,Region_C,StoreType_A,5682.81,388,1,0,0,0
2026-07-18,106,Region_C,StoreType_B,6487.51,451,0,0,0,0
2026-07-18,107,Region_D,StoreType_C,5762.91,422,1,0,0,0
